message_id,timestamp,sender_id,text,emotion,aggression
55,2025-04-14T13:11:00+09:00,User_C,30분에 꺼낼때찍을게요,긍정,0
56,2025-04-14T13:12:00+09:00,User_A,네 감사합니다,긍정,0
57,2025-04-14T13:14:00+09:00,User_B,IPA 100% + 속도 5,긍정,0
58,2025-04-14T13:16:00+09:00,User_B,IPA 50% + 물 50% + 속도 5,긍정,0
59,2025-04-14T13:18:00+09:00,User_B,IPA 50% + 물 50% + 속도 3,긍정,0
60,2025-04-14T13:20:00+09:00,User_B,IPA 100% + 속도 1,긍정,0
61,2025-04-14T13:23:00+09:00,User_B,IPA 100% + 속도 3,긍정,0
62,2025-04-14T13:25:00+09:00,User_C,총 7개있네요,긍정,0
63,2025-04-14T13:25:00+09:00,User_C,이대로 주기해놓을게요,긍정,0
64,2025-04-14T13:37:00+09:00,User_C,섬유안꺾이게 잘 넣어서 분류해놨어요,긍정,0
65,2025-04-14T13:38:00+09:00,User_A,네네 수고하셨습니다!!,긍정,0
66,2025-04-14T13:38:00+09:00,User_A,네 !,긍정,0
67,2025-04-14T13:39:00+09:00,User_C,과방캐피넷에 넣어놨습니다,긍정,0
68,2025-04-14T13:57:00+09:00,User_D,감사합니다~~!,긍정,0
69,2025-04-21T17:35:00+09:00,User_A,아잇 사진,긍정,0
70,2025-04-28T14:11:00+09:00,User_C,SEM 찍었어요,긍정,0
71,2025-04-28T14:12:00+09:00,User_A,헉 감사합니다,긍정,0
72,2025-04-28T14:12:00+09:00,User_D,감사합니다~~,긍정,0
73,2025-04-28T14:12:00+09:00,User_B,감사합니다 ㅠㅠ!,긍정,0
74,2025-04-28T14:12:00+09:00,User_C,꼭 1등해요 저희,긍정,0
75,2025-04-28T14:12:00+09:00,User_C,~~,긍정,0
76,2025-04-28T14:12:00+09:00,User_D,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,부정,0
77,2025-04-28T14:13:00+09:00,User_B,......발표 열심히 준비해볼게요....,긍정,0
78,2025-04-28T14:13:00+09:00,User_A,이미 1등임~,긍정,0
79,2025-04-29T17:37:00+09:00,User_C,"IPA 100% 조건별로 섬유직경평균, 표준편차구해놔서",긍정,0
80,2025-04-30T07:51:00+09:00,User_D,오오 좋아요! 감사합니다☺️👍🏻,긍정,0
81,2025-04-30T10:59:00+09:00,User_B,이모티콘 감사합니다!!,긍정,0
82,2025-04-30T11:03:00+09:00,User_A,감사합니당,긍정,0
83,2025-05-02T16:41:00+09:00,User_C,"저희 실험 다시 진행해야될거같은데 엄교수님께 말씀드려야하나요?,",부정,0
84,2025-05-02T16:42:00+09:00,User_B,드려야 할것 같아요...!,긍정,0
85,2025-05-02T16:42:00+09:00,User_C,그럼 다음주 목요일 괜찮으세요??,긍정,0
86,2025-05-02T16:43:00+09:00,User_B,끝나고 말씀이신가요?,부정,0
87,2025-05-02T16:47:00+09:00,User_C,아뇨 5/8 수업때 어떠세요?,긍정,0
88,2025-05-02T16:47:00+09:00,User_B,아 가능합니다!,긍정,0
89,2025-05-02T16:47:00+09:00,User_A,저도 가능해요,긍정,0
90,2025-05-02T20:37:00+09:00,User_D,저도 가능해요,긍정,0
91,2025-05-02T23:20:00+09:00,User_C,"넵 이러닝 메시지로 보냈는데 아직까지도 답이 없으시네요,,",부정,0
92,2025-05-03T10:03:00+09:00,User_A,헐~,부정,0
93,2025-05-03T10:04:00+09:00,User_A,연락 안 오시면 담주 수요일에 말씀 드리져..,긍정,0
94,2025-05-07T15:01:00+09:00,User_C,일단 엄방가서 저희꺼 다시 한번 찾아보고 없으면 오늘 되시는 분들 나노끝나고 미리 실험 조금 해놓을까요?,부정,0
95,2025-05-07T15:02:00+09:00,User_A,네 가능합니다,긍정,0
96,2025-05-07T15:02:00+09:00,User_B,넵 저도 가능합니다,긍정,0
97,2025-05-07T15:02:00+09:00,User_B,언제 실험 시작하나요?,긍정,0
98,2025-05-07T15:04:00+09:00,User_C,4시반쯤 끝날거같아요,긍정,0
99,2025-05-07T15:07:00+09:00,User_A,저 4시반에 실험 있어서 30분정도면 끝나요,긍정,0
100,2025-05-07T15:08:00+09:00,User_B,저는 수업이 4시에 끝나서 4시반에 시간 맞춰서 가겠습니다,긍정,0
101,2025-05-07T15:09:00+09:00,User_A,근데 미리 교수님께 말씀 안드려도 괜찮은건가여ㅕ?,긍정,0
102,2025-05-07T15:14:00+09:00,User_C,4조도 이러닝메시지 보냈는데 확인하시겠다고 하시고 말없으셔서 나노 수업끝나고 말씀 한번 드려보려구요,긍정,0
103,2025-05-07T15:14:00+09:00,User_C,일단 과방에서 모일까요?,긍정,0
104,2025-05-07T15:15:00+09:00,User_D,네엡,긍정,0
105,2025-05-07T15:42:00+09:00,User_B,넵 저 지금 수업 끝나서 과방에 가있겠습니다,긍정,0
106,2025-05-07T15:48:00+09:00,User_C,넵,긍정,0
107,2025-05-07T16:10:00+09:00,User_B,과방가려고 했는데 사람이 많은것 같아서..ㅠㅠ 502호에 있는데 끝나고 같이 내려 갈까요?,부정,0
108,2025-05-07T16:15:00+09:00,User_C,끝나고여쭤봤는데,긍정,0
109,2025-05-07T16:15:00+09:00,User_C,7시이후에 될거같다고하셔서낼해여될거같아여ㅠ,긍정,0
110,2025-05-07T16:15:00+09:00,User_B,아 헐 넵 알겠습니다 ㅠㅠ,긍정,0
111,2025-05-08T10:10:00+09:00,User_C,저희 오늘 10:30에 실험해도된다고하네요,긍정,0
112,2025-05-08T12:15:00+09:00,User_B,오늘 실험한거 오븐 맨 아래칸에다가 납뒀습니다!,긍정,0
113,2025-05-08T12:16:00+09:00,User_B,방금 중간칸으로 바꿨습니다!,긍정,0
114,2025-05-08T12:18:00+09:00,User_C,넵 고생하셨습니다 !,긍정,0
115,2025-05-08T12:20:00+09:00,User_A,넣어놨습니다,긍정,0
116,2025-05-08T15:03:00+09:00,User_C,저희오븐에서언제빼야돠너요?,부정,0
117,2025-05-08T15:04:00+09:00,User_D,저희 이제 세 시간 돼서 빼면 될 것 같아요!,긍정,0
118,2025-05-08T15:11:00+09:00,User_C,과방사물함에놨어요,부정,0
119,2025-05-08T15:11:00+09:00,User_A,감사합니다,긍정,0
120,2025-05-08T15:29:00+09:00,User_B,감사합니다!,긍정,0
121,2025-05-08T15:42:00+09:00,User_D,감사합니다~~,긍정,0
122,2025-05-09T10:42:00+09:00,User_C,저희 IPA / IPA:water=5:5 / IPA:EtOH=5:5 이렇게 4x3=12개 샘플로 해서 월욜까지 마무리 일단 짓고 바로 utm맡길까요?,긍정,0
123,2025-05-09T10:43:00+09:00,User_C,월욜에 sem찍을 샘플 생기원친구한테 넘기게 최대한빨리 해봅시당,긍정,0
124,2025-05-09T10:44:00+09:00,User_B,그럼 제가 노트북 따로 안가져와도 되는걸까요?,긍정,0
125,2025-05-09T10:44:00+09:00,User_C,OM도 일단 찍긴찍어봐야되서 챙겨오시면 좋을거같아요!,부정,0
126,2025-05-09T10:44:00+09:00,User_B,아항 알겠습니다!,긍정,0
127,2025-05-09T10:46:00+09:00,User_C,넵 감사합니당 일단 다들 바쁘시겠지만 주말껴서 왜 IPA가 PVC+THF에 응고액으로 적절한지 논문이나 gpt써서 많이 조사해오면 좋을거같아요,긍정,0
128,2025-05-09T10:47:00+09:00,User_B,넵 알겠습니다,긍정,0
129,2025-05-09T16:35:00+09:00,User_D,넵 알겠습니다~!,긍정,0
130,2025-05-09T16:37:00+09:00,User_B,일단 논문 위주로 찾아봤는데 PVC+ THF + IPA 이 3개의 조합에 대한 논문을 하나밖에 못 찾아서 일단 하나만 보내겠습니답,부정,0
131,2025-05-09T21:11:00+09:00,User_C,고생하셨습니다!!,긍정,0
132,2025-05-12T10:13:00+09:00,User_D,맨 위에 올려뒀습니다!,긍정,0
133,2025-05-12T10:28:00+09:00,User_B,다음주 목요일날 발표인데 이번주 목요일날 만나는거 맞나요?,긍정,0
134,2025-05-12T10:37:00+09:00,User_C,감사합니다 :),긍정,0
135,2025-05-12T10:38:00+09:00,User_C,일단 다른과목휴강일정들어보고 결정해야됳서같네요,부정,0
136,2025-05-12T11:00:00+09:00,User_C,User_A님 혹시 오븐에서 저희 시료 챙겨주실수있나요?,긍정,0
137,2025-05-12T11:00:00+09:00,User_A,네,긍정,0
138,2025-05-12T11:01:00+09:00,User_A,근데 혹시 몇시에,긍정,0
139,2025-05-12T11:01:00+09:00,User_A,빼야 하나요,부정,0
140,2025-05-12T11:01:00+09:00,User_C,원래는 1시경에 빼면될거같은데 오븐 11시까지 예약되어있다해서,긍정,0
141,2025-05-12T11:02:00+09:00,User_C,확인한번해봐야될거같아요,부정,0
142,2025-05-12T11:02:00+09:00,User_A,아 그러면 10분 후에 가봐서,긍정,0
143,2025-05-12T11:02:00+09:00,User_A,사용하는 것 같응면 빼고 사용안하시면 그대로 둘까요/,부정,0
144,2025-05-12T11:07:00+09:00,User_D,넵,긍정,0
145,2025-05-12T11:07:00+09:00,User_A,sp~,부정,0
146,2025-05-12T11:07:00+09:00,User_A,네~,긍정,0
147,2025-05-12T11:10:00+09:00,User_A,사용 안하시는거 같아서 그냥 두겠습니다,긍정,0
148,2025-05-12T11:10:00+09:00,User_A,만약에 빼여하면 저 랩실 건조기에 따로 해도 될거 같아요,긍정,0
149,2025-05-12T11:11:00+09:00,User_C,넵 좋아요 감사합니당,긍정,0
150,2025-05-12T11:13:00+09:00,User_D,감사합니당,긍정,0
151,2025-05-12T12:00:00+09:00,User_B,감사합니당!,긍정,0
152,2025-05-12T12:13:00+09:00,User_C,오븐쓰신다해서,긍정,0
153,2025-05-12T12:13:00+09:00,User_C,제가 빼놨어요,긍정,0
154,2025-05-12T13:23:00+09:00,User_B,감사합니당,긍정,0
155,2025-05-12T15:02:00+09:00,User_C,일단 찍어봤는데 과SEM 고장나서 나머진 오늘 부탁해볼게여,긍정,0
156,2025-05-12T15:02:00+09:00,User_A,네네 감사합니더,긍정,0
157,2025-05-12T15:04:00+09:00,User_D,감사합니닷,긍정,0
158,2025-05-12T16:52:00+09:00,User_A,혹시 과방에 올려두었던 ipa 50:water 50 이랑 ipa 50 에탄올 50 들어있던 비닐봉투 혹시 가져가신분 있나요??,부정,0
159,2025-05-12T16:52:00+09:00,User_D,전 모릅니당,부정,0
160,2025-05-12T16:53:00+09:00,User_C,저한테있습니당,긍정,0
161,2025-05-12T16:53:00+09:00,User_A,넹 감사합니당,긍정,0
162,2025-05-12T16:53:00+09:00,User_A,ㅋㅋㅋㅋㅋ,부정,0
163,2025-05-13T10:23:00+09:00,User_C,User_A님 저희 시료별로 2개씩만,긍정,0
164,2025-05-13T10:23:00+09:00,User_C,찍을건가요?,긍정,0
165,2025-05-13T10:23:00+09:00,User_A,세번은,긍정,0
166,2025-05-13T10:23:00+09:00,User_A,너무 많은거 같은데,부정,0
167,2025-05-13T10:23:00+09:00,User_C,저거 다 잘라서 줘야되나요 아니면,부정,0
168,2025-05-13T10:24:00+09:00,User_C,저대로줘도되나요?,긍정,0
169,2025-05-13T10:24:00+09:00,User_A,아 잘라서 줘야 해서,부정,0
170,2025-05-13T10:24:00+09:00,User_A,번호,부정,0
171,2025-05-13T10:24:00+09:00,User_A,적어야 해요,긍정,0
172,2025-05-13T10:24:00+09:00,User_C,아아넵 혹시오눌 학교오시나요?,긍정,0
173,2025-05-13T10:24:00+09:00,User_A,네,긍정,0
174,2025-05-13T10:25:00+09:00,User_C,일단 과방에 다시넣어놨는데 수업끝나고 제가 잘라서 제출할게요,긍정,0
175,2025-05-13T10:25:00+09:00,User_A,아아,부정,0
176,2025-05-13T10:25:00+09:00,User_A,감사합니다,긍정,0
177,2025-05-13T10:37:00+09:00,User_C,이렁식으로하는거맞나요?,부정,1
178,2025-05-13T10:37:00+09:00,User_A,네,긍정,0
179,2025-05-13T10:37:00+09:00,User_A,맞는거 같아요,긍정,0
180,2025-05-13T10:38:00+09:00,User_C,넵,긍정,0
181,2025-05-14T12:20:00+09:00,User_B,감사합니다!!,긍정,0
182,2025-05-15T14:55:00+09:00,User_C,담주 월엔 회의한번할까요? 피피티도 슬슬 만들어야될거같아요,긍정,0
183,2025-05-15T15:02:00+09:00,User_B,넵 전 12시부터 가능합니다,긍정,0
184,2025-05-15T15:08:00+09:00,User_C,저도 12시부터 가능해요,긍정,0
185,2025-05-15T15:17:00+09:00,User_D,저는 월요일 오후에 수업이 있어서 2시반부터 가능할 것 같아요,긍정,0
186,2025-05-15T15:18:00+09:00,User_C,넵 그럼 2시반쯤에 모이시는걸로 해요,긍정,0
187,2025-05-15T15:35:00+09:00,User_D,넵~~,긍정,0
188,2025-05-15T17:36:00+09:00,User_A,네~,긍정,0
189,2025-05-16T10:18:00+09:00,User_B,넵,긍정,0
190,2025-05-16T11:24:00+09:00,User_C,저희 4조랑 자료 교환할건가요?,긍정,0
191,2025-05-16T14:47:00+09:00,User_C,저 부탁하나만드릴게요 ..,긍정,0
192,2025-05-16T14:48:00+09:00,User_C,제가 조건별로 다 모아놨는데 한분씩 맡으셔서,긍정,0
193,2025-05-16T14:49:00+09:00,User_C,이렇게 노란색 밑에 끝까지 싹 다 남기고 나머진 지워주시고,긍정,0
194,2025-05-16T14:49:00+09:00,User_B,넵 그럼 제가 water하겠습니다,긍정,0
195,2025-05-16T14:50:00+09:00,User_C,감사합니당 ㅎㅎ,긍정,0
196,2025-05-16T14:50:00+09:00,User_A,제가 이거 할게요,긍정,0
197,2025-05-16T15:21:00+09:00,User_C,일단 실험은 잘된거같아요 IPA 100%는,긍정,0
198,2025-05-16T15:29:00+09:00,User_D,그럼 제가 아세톤 하겠습니당,긍정,0
199,2025-05-17T09:46:00+09:00,User_A,하고 싶은데요,긍정,0
200,2025-05-17T09:46:00+09:00,User_A,엑셀로 변환이 안돼서…,부정,0
201,2025-05-17T09:48:00+09:00,User_C,아넵 저 이제 면접들어가봐야되서,긍정,0
202,2025-05-17T09:48:00+09:00,User_C,이따확인해볼게요,긍정,0
203,2025-05-17T09:48:00+09:00,User_A,아,부정,0
204,2025-05-17T09:48:00+09:00,User_A,면접 화이팅~,긍정,0
205,2025-05-17T11:25:00+09:00,User_C,아 이제 면접끝났어요 ㅋㅋ,긍정,0
206,2025-05-17T11:26:00+09:00,User_C,엑셀파일이 깨지는건가요?,긍정,0
207,2025-05-17T13:10:00+09:00,User_A,맥북이라,부정,0
208,2025-05-17T13:10:00+09:00,User_A,다른 앱으로 열리는데,긍정,0
209,2025-05-17T13:10:00+09:00,User_A,엑셀로 전환해서 열면 아예 안열리네요..,부정,0
210,2025-05-17T13:10:00+09:00,User_C,아아 맥북이시면 제가 저건할게여,긍정,1
211,2025-05-17T13:10:00+09:00,User_A,감사해요 ㅠㅠ,긍정,0
212,2025-05-17T13:10:00+09:00,User_A,다른거 할거 있응면,부정,0
213,2025-05-17T13:10:00+09:00,User_A,부탁해주세요,긍정,0
214,2025-05-17T13:11:00+09:00,User_C,그 어제 4조 한명이랑 얘길 좀 해봤는데,부정,0
215,2025-05-17T13:11:00+09:00,User_A,네네,긍정,0
216,2025-05-17T13:11:00+09:00,User_C,저희 조꺼랑 공유를 해야될거같아요,긍정,0
217,2025-05-17T13:11:00+09:00,User_A,네네,긍정,0
218,2025-05-17T13:11:00+09:00,User_A,그,긍정,0
219,2025-05-17T13:11:00+09:00,User_A,날것,긍정,0
220,2025-05-17T13:11:00+09:00,User_A,만 공유 하면 되지 않을까요?,긍정,0
221,2025-05-17T13:11:00+09:00,User_A,om 찍은거랑,부정,0
222,2025-05-17T13:11:00+09:00,User_C,저도 그렇게 생각해서,긍정,0
223,2025-05-17T13:11:00+09:00,User_A,교수님이 보내주신 엑셀 파일만 공유 하면 될거 같아요,긍정,0
224,2025-05-17T13:11:00+09:00,User_C,근데저희om,긍정,1
225,2025-05-17T13:12:00+09:00,User_C,그 스케일바,긍정,0
226,2025-05-17T13:12:00+09:00,User_A,헉 맞다,긍정,0
227,2025-05-17T13:12:00+09:00,User_A,자 안 찍었따,긍정,0
228,2025-05-17T13:12:00+09:00,User_C,자안대고짝었는데 가능할까요?,긍정,1
229,2025-05-17T13:12:00+09:00,User_A,다시..,부정,0
230,2025-05-17T13:12:00+09:00,User_C,그래서 너무바빠질거같아서,부정,0
231,2025-05-17T13:13:00+09:00,User_A,근데,긍정,0
232,2025-05-17T13:13:00+09:00,User_A,월요일에 저희 실험,긍정,0
233,2025-05-17T13:13:00+09:00,User_C,네네,긍정,0
234,2025-05-17T13:13:00+09:00,User_A,할건가요?,긍정,0
235,2025-05-17T13:13:00+09:00,User_C,원래는 할계획없었는데실험은,긍정,0
236,2025-05-17T13:13:00+09:00,User_C,그 om땜에,부정,0
237,2025-05-17T13:13:00+09:00,User_A,그럼,긍정,0
238,2025-05-17T13:13:00+09:00,User_C,고민이네여,부정,0
239,2025-05-17T13:13:00+09:00,User_A,그때 om 찍으면 되지 않을까요?,긍정,0
240,2025-05-17T13:13:00+09:00,User_A,그 저번주에 실험한거,긍정,0
241,2025-05-17T13:13:00+09:00,User_A,만들면서,부정,0
242,2025-05-17T13:14:00+09:00,User_A,두명씩 쪼개서,긍정,0
243,2025-05-17T13:14:00+09:00,User_A,두명이 만들고,부정,0
244,2025-05-17T13:14:00+09:00,User_A,두명이 다시 찍는거',부정,0
245,2025-05-17T13:14:00+09:00,User_C,네 조아요,긍정,0
246,2025-05-17T13:14:00+09:00,User_A,어떤가요?,부정,0
247,2025-05-17T13:14:00+09:00,User_A,실험 안할거면 이렇게 해도 될거 같아요,긍정,0
248,2025-05-17T13:14:00+09:00,User_C,그 om그때찍은거 시료는,긍정,0
249,2025-05-17T13:14:00+09:00,User_C,아마 남아있을거라,긍정,0
250,2025-05-17T13:14:00+09:00,User_C,자만 대고 다시찍으면될거같아요,긍정,1
251,2025-05-17T13:14:00+09:00,User_A,그거 하고 시간 좀 남으면 간단하게 회의 하면 될거 같네요,긍정,0
252,2025-05-17T13:14:00+09:00,User_A,네네 이건 금방 할거 같아용,긍정,0
253,2025-05-17T13:15:00+09:00,User_C,저희나머지껏도,부정,1
254,2025-05-17T13:15:00+09:00,User_C,잘나온거같아서,긍정,0
255,2025-05-17T13:15:00+09:00,User_C,분류해보고 얘기해보면 좋을거같네요,부정,0
256,2025-05-17T13:15:00+09:00,User_A,네~~ 좋습니다,긍정,0
257,2025-05-17T13:16:00+09:00,User_C,User_A님은 그 roundness 좀 알아봐주세요,긍정,0
258,2025-05-17T13:16:00+09:00,User_A,아,부정,0
259,2025-05-17T13:16:00+09:00,User_A,그거,긍정,0
260,2025-05-17T13:16:00+09:00,User_A,제가 다른 팀 물어봤는데,긍정,0
261,2025-05-17T13:16:00+09:00,User_C,잘아실가같아서..,긍정,0
262,2025-05-17T13:16:00+09:00,User_A,앱 사용 했다고 하더라고요,긍정,0
263,2025-05-17T13:16:00+09:00,User_A,그거 좀 더 알아와 볼게용,긍정,0
264,2025-05-17T13:16:00+09:00,User_C,넵 감사합니당,긍정,0
265,2025-05-17T15:41:00+09:00,User_D,좋아용👍🏻,긍정,0
266,2025-05-17T16:37:00+09:00,User_C,저 타원이나 호리병 모양 쟤넨 지름을 어캐 재는게 나을까요?,부정,2
267,2025-05-17T16:55:00+09:00,User_A,dk,부정,0
268,2025-05-17T16:55:00+09:00,User_A,아,부정,0
269,2025-05-17T16:55:00+09:00,User_A,근데 측정을 해야 할까요,부정,0
270,2025-05-17T16:55:00+09:00,User_A,그냥,부정,0
271,2025-05-17T16:55:00+09:00,User_C,쟤를 쟤야,부정,1
272,2025-05-17T16:55:00+09:00,User_A,장축 단축으로,부정,0
273,2025-05-17T16:55:00+09:00,User_A,하죠,긍정,0
274,2025-05-17T16:55:00+09:00,User_C,s-s curve가나와서,긍정,1
275,2025-05-17T16:55:00+09:00,User_C,네네,긍정,0
276,2025-05-17T16:56:00+09:00,User_A,네 감사합니다,긍정,0
277,2025-05-17T18:34:00+09:00,User_C,User_D님이랑 User_B님 혹시 부탁드린거 다되면 올려주세영,긍정,0
278,2025-05-17T18:35:00+09:00,User_C,조건별 각자(1)만 일단 해도될거같아요,긍정,0
279,2025-05-17T19:35:00+09:00,User_B,이렇게 하면 되는걸까요??,긍정,0
280,2025-05-17T19:35:00+09:00,User_B,아,부정,0
281,2025-05-17T19:35:00+09:00,User_B,잘못보냈습니다,부정,0
282,2025-05-17T19:35:00+09:00,User_B,다시 보낼게요!,긍정,0
283,2025-05-17T19:49:00+09:00,User_C,넵 맞아요 감사합니당 😊😊,긍정,0
284,2025-05-17T19:49:00+09:00,User_B,감사합니다!,긍정,0
285,2025-05-18T11:26:00+09:00,User_C,어제 엑셀로 해주신거에 strain이랑 stress 부분까지 같이 부탁드려도 될까요? 단면적 데이터는 pdf에서 구해주시면 돼요,긍정,0
286,2025-05-18T13:18:00+09:00,User_B,이모티콘 이렇게 하는게 맞을까요....?,부정,0
287,2025-05-18T13:23:00+09:00,User_C,wow 네네 맞아요 고생하셨습니당 :),긍정,0
288,2025-05-18T15:34:00+09:00,User_C,이모티콘 감사합니당 :),긍정,0
289,2025-05-18T21:53:00+09:00,User_A,앗 다들 고생하셨습니다.,긍정,0
290,2025-05-18T22:40:00+09:00,User_C,이모티콘 다들 고생하셨습니당,긍정,0
291,2025-05-18T22:41:00+09:00,User_C,낼 아침엔 일단 자대고 OM 다시 빠르게 찍고 회의 잠깐할까요?,긍정,0
292,2025-05-18T22:41:00+09:00,User_A,좋습니다,긍정,0
293,2025-05-18T22:41:00+09:00,User_B,넵 좋습니다,긍정,0
294,2025-05-18T22:42:00+09:00,User_C,넵 낼부터 다시 화이팅해봐요 :),긍정,0
295,2025-05-18T22:42:00+09:00,User_A,네! 화이팅~~,긍정,0
296,2025-05-18T22:42:00+09:00,User_B,모두 고생하셨습니다!,긍정,0
297,2025-05-19T12:02:00+09:00,User_C,User_B님 혹시 시간되실때 아까 OM 찍은거 뭔지 사진별로 나눠서 올려주실수있나요?,긍정,0
298,2025-05-19T12:20:00+09:00,User_B,이게 IPA + Water / IPA 100이고,긍정,0
299,2025-05-19T12:21:00+09:00,User_B,이게 IPA + 아세톤 사진 입니다,긍정,0
300,2025-05-19T12:28:00+09:00,User_C,"감사합니당 이따 1,5,15,30 구분만 좀 해주세용",긍정,0
301,2025-05-19T12:29:00+09:00,User_B,앗 저도 속도 구분은 잘 모르겠습니다 ㅠㅠ 정신없이 막찍어서 ㅠ,부정,0
302,2025-05-19T12:30:00+09:00,User_C,넵 이따 하나씩 맞춰봐요,긍정,0
303,2025-05-19T12:30:00+09:00,User_B,넵 알겠습니답,긍정,0
304,2025-05-19T12:45:00+09:00,User_A,30 15 5 1,긍정,0
305,2025-05-19T12:45:00+09:00,User_A,순서입니다,긍정,0
