message_id,timestamp,sender_id,text,emotion,aggression
157,2025-11-26T14:30:00+09:00,User_B,각자 담당한 설계 실험 결과,긍정,0
158,2025-11-26T15:32:00+09:00,User_A,난 다 좋습니다~~,긍정,0
159,2025-11-26T15:46:00+09:00,User_B,ㅋㅋㅋㅋㅋㅋㅋ,부정,0
160,2025-11-26T15:46:00+09:00,User_B,근데 오늘 교수님이 또 크레이지한 아이디어 언급하셔서,긍정,0
161,2025-11-26T15:46:00+09:00,User_B,실험 더 해봐야되나 고민,부정,0
162,2025-11-26T15:49:00+09:00,User_A,아?,부정,0
163,2025-11-26T15:49:00+09:00,User_A,미미칭,부정,1
164,2025-11-26T15:49:00+09:00,User_A,크레이지한 아이디어가 도대체 뭔데;,부정,0
165,2025-11-26T15:49:00+09:00,User_B,ㅋㅋᩚㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,부정,1
166,2025-11-26T15:49:00+09:00,User_B,아까 실험실 보니까 다른 조도,부정,0
167,2025-11-26T15:49:00+09:00,User_B,드라이기로 물병 뭐 하던데,부정,0
168,2025-11-26T15:49:00+09:00,User_B,쩝,부정,0
169,2025-11-26T15:49:00+09:00,User_A,아~~ 우리거 하은거,긍정,0
170,2025-11-26T15:49:00+09:00,User_A,보고 따라했네,부정,0
171,2025-11-26T15:50:00+09:00,User_B,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,긍정,0
172,2025-11-26T15:59:00+09:00,User_A,아,부정,0
173,2025-11-26T15:59:00+09:00,User_A,집 가고싶어,부정,0
174,2025-11-26T16:06:00+09:00,User_C,ㅋㅋㅋㅋㅋㅋㅋㅋ,부정,0
175,2025-11-26T16:06:00+09:00,User_C,좋아용,긍정,0
176,2025-11-27T17:39:00+09:00,User_B,혹시 우리 직물 무게잰거 사진 있나염,긍정,0
177,2025-11-27T17:41:00+09:00,User_A,저는 없어야,부정,0
178,2025-11-30T23:18:00+09:00,User_B,우리 파이썬은 언제 할까여,긍정,0
179,2025-11-30T23:18:00+09:00,User_A,저는 낼 수업 끝나고 언제든지 가능입니다,긍정,0
180,2025-11-30T23:20:00+09:00,User_C,저도여,긍정,0
181,2025-11-30T23:20:00+09:00,User_A,"근데 내 실험 정리하고 있었는데,,, 테이프에서 직물이 빠져나온건 s-s곡선 그리기엔 적합하지 않다고 해서",부정,0
182,2025-11-30T23:21:00+09:00,User_A,다시 해도 똑같은 결과 나올거 같아 다른 실험으로 진행하려고,부정,0
183,2025-11-30T23:25:00+09:00,User_B,내일 그러면 수업 끝나구 회의 겸 재실험??,긍정,0
184,2025-11-30T23:25:00+09:00,User_A,좋아요,긍정,0
185,2025-11-30T23:25:00+09:00,User_A,그 피피티에 필요한 사진들도 다시 찍어야해서,부정,0
186,2025-11-30T23:25:00+09:00,User_A,회의 하면서 필요한 자료들만 하면 될듯!,긍정,0
187,2025-11-30T23:26:00+09:00,User_A,우선 낼 수업 전까지 피피티 최대한 해서 한번 공유해볼게요..,긍정,0
188,2025-11-30T23:26:00+09:00,User_B,좋아여,긍정,0
189,2025-11-30T23:28:00+09:00,User_B,ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,긍정,0
190,2025-12-01T00:13:00+09:00,User_A,그럼 낼 수업 끝나고 점심 먹고 모일까?,긍정,0
191,2025-12-01T00:13:00+09:00,User_A,아니면 그냥 바로 모여?,긍정,0
192,2025-12-01T00:24:00+09:00,User_C,자료정리가 오늘까지 아니었나..? 그렇게 빨리?,긍정,0
193,2025-12-01T00:26:00+09:00,User_A,언니가 엄청 빨리 해서 줫어!,긍정,0
194,2025-12-01T00:28:00+09:00,User_C,헠..,부정,0
195,2025-12-01T02:33:00+09:00,User_A,우선은 앞 부분만 완성하긴 했는데,긍정,0
196,2025-12-01T02:33:00+09:00,User_A,"계산 하는게 너무 어려워서,, 맞는지 모르겠어",부정,0
197,2025-12-01T02:33:00+09:00,User_A,"맞는지 다들 확인 한번만 부탁해요,,",긍정,0
198,2025-12-01T10:36:00+09:00,User_C,32221503,긍정,0
199,2025-12-01T10:36:00+09:00,User_C,입니담..,긍정,0
200,2025-12-01T10:44:00+09:00,User_C,구조까지 분석해야 했나...?,부정,0
201,2025-12-01T10:44:00+09:00,User_A,근데,긍정,0
202,2025-12-01T10:44:00+09:00,User_C,계산은 너가 했어?,긍정,0
203,2025-12-01T10:44:00+09:00,User_A,그렇게 까지 해야 하나,부정,0
204,2025-12-01T10:44:00+09:00,User_A,엉 내가 했는데,긍정,0
205,2025-12-01T10:44:00+09:00,User_C,나는 이 발표 투머치라고 본다,긍정,0
206,2025-12-01T10:45:00+09:00,User_A,맞는지 모르겠어,부정,0
207,2025-12-01T10:45:00+09:00,User_A,나도,부정,0
208,2025-12-01T10:45:00+09:00,User_A,뒤에 할것도 많아서,긍정,0
209,2025-12-01T10:45:00+09:00,User_A,그냥 어차피 두번쨰 발표니깐,긍정,1
210,2025-12-01T10:45:00+09:00,User_A,앞서 발표한 곂치는 내용는 간략히 하겠다 하면 되긴 해,긍정,0
211,2025-12-01T10:50:00+09:00,User_C,대본 안만드는 걸로,부정,0
212,2025-12-01T10:58:00+09:00,User_C,그냥 콜라 따라했어도 괜찮았을것 같은..,긍정,0
213,2025-12-01T10:58:00+09:00,User_A,아니,부정,0
214,2025-12-01T10:58:00+09:00,User_A,근데 어제 내가 준비한 실험이랑,긍정,0
215,2025-12-01T10:58:00+09:00,User_A,같은데,부정,0
216,2025-12-01T10:58:00+09:00,User_A,그냥 진행해도 괜찮을려나,긍정,0
217,2025-12-01T10:59:00+09:00,User_B,그냥 콜라로 할까??,부정,0
218,2025-12-01T11:00:00+09:00,User_A,"난 상관없으묘,,",긍정,0
219,2025-12-01T11:00:00+09:00,User_C,음...기억 하실수도..,긍정,0
220,2025-12-01T11:01:00+09:00,User_A,언니 혹시,부정,0
221,2025-12-01T11:01:00+09:00,User_A,병뚜껑 실험,부정,0
222,2025-12-01T11:01:00+09:00,User_A,전 후 사진,긍정,0
223,2025-12-01T11:01:00+09:00,User_A,전꺼 있어?,긍정,0
224,2025-12-01T11:01:00+09:00,User_C,전은 1cm로 동일해서 딱히 안찍었는데..,긍정,0
225,2025-12-01T11:01:00+09:00,User_C,실험하는 영상은 있음,긍정,0
226,2025-12-01T11:01:00+09:00,User_A,아 실험하는 영상 공유 해줘,긍정,0
227,2025-12-01T11:07:00+09:00,User_C,나 User_B님 자료도 줘라. 발표할때 봐야할 수도,긍정,0
228,2025-12-01T11:09:00+09:00,User_C,내 손이 좀 도라에몽 처럼 나왔는데...참고좀..,부정,0
229,2025-12-01T11:10:00+09:00,User_C,마스크,긍정,0
230,2025-12-01T11:10:00+09:00,User_C,옷,긍정,0
231,2025-12-01T11:27:00+09:00,User_C,아니 이팀도 방사 방법 예상했네;; 주제는 섬유 구조와 특성인데...방사법이 특성인가?,긍정,1
232,2025-12-01T11:28:00+09:00,User_A,그건 아닌거 같은데,부정,0
233,2025-12-01T11:28:00+09:00,User_A,흠,부정,0
234,2025-12-01T11:29:00+09:00,User_C,음...아닌듯,부정,0
235,2025-12-01T11:29:00+09:00,User_C,안넣는걸로,부정,0
236,2025-12-01T11:31:00+09:00,User_C,아니면 우리 그냥 2개만할까?,긍정,0
237,2025-12-01T11:31:00+09:00,User_C,다른 팀 보니까 다 1개만 했는데?,부정,0
238,2025-12-01T13:35:00+09:00,User_A,520 에서 하고 있음,긍정,0
239,2025-12-01T13:47:00+09:00,User_B,오캐잇,긍정,1
240,2025-12-01T14:22:00+09:00,User_C,# 기본 평직 구조 그리기,긍정,0
241,2025-12-01T14:23:00+09:00,User_C,[Execution complete with exit code 0],긍정,0
242,2025-12-01T15:04:00+09:00,User_B,import numpy as np,긍정,0
243,2025-12-01T15:54:00+09:00,User_B,import matplotlib.pyplot as plt,긍정,1
244,2025-12-01T16:12:00+09:00,User_A,오늘 밤에 수정 더 해서 보내드릴게용,긍정,0
245,2025-12-01T21:13:00+09:00,User_A,이 부분에서 편물(니트) 직접 실 길이 풀어서 재야 좋을거 같아,부정,0
246,2025-12-01T21:14:00+09:00,User_A,낼 직접 분해해서 계산 다시해서 피피티 공유 해드릴게용,긍정,0
247,2025-12-01T22:23:00+09:00,User_B,구래구래 같이 분해 ㄱㄱ,긍정,1
248,2025-12-01T22:23:00+09:00,User_B,종설 끝나구,긍정,0
249,2025-12-01T22:23:00+09:00,User_B,기기,긍정,0
250,2025-12-01T22:24:00+09:00,User_A,오카이~,긍정,0
251,2025-12-02T15:06:00+09:00,User_C,모임..?,부정,0
252,2025-12-02T16:14:00+09:00,User_A,"어제 계산 틀린줄 알고 다시 했는데 원래꺼가 맞더라구,",긍정,0
253,2025-12-02T16:14:00+09:00,User_A,아니 근데 이페이지 나만 이렇게 보여ㅕ,긍정,0
254,2025-12-02T16:14:00+09:00,User_B,나도 그러케,긍정,0
255,2025-12-02T16:14:00+09:00,User_A,어제까지는 멀쩡했는데 왜 갑자기 사진이 저렇게 됐지,부정,0
256,2025-12-02T16:14:00+09:00,User_B,보여,부정,0
257,2025-12-02T16:15:00+09:00,User_A,엥,부정,0
258,2025-12-02T16:15:00+09:00,User_B,ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,긍정,0
259,2025-12-02T16:15:00+09:00,User_A,아오,부정,0
260,2025-12-02T16:50:00+09:00,User_A,데니어랑 텍스 측정하는거,부정,0
261,2025-12-02T16:51:00+09:00,User_A,"실 한가닥의 무게를 재서 계산 한거 같어,,",부정,0
262,2025-12-02T17:08:00+09:00,User_A,"뭐 일단은 구했는데 편물의 데니어랑 텍스랑 크게 나오는데,,,",긍정,0
263,2025-12-02T17:14:00+09:00,User_C,다른 조는?,부정,0
264,2025-12-02T17:14:00+09:00,User_C,그랬다는 건가?,부정,0
265,2025-12-02T17:20:00+09:00,User_A,아니아니,긍정,0
266,2025-12-02T17:20:00+09:00,User_A,구할때 원래,긍정,0
267,2025-12-02T17:20:00+09:00,User_A,실 한가닥으로 하는거 같더라고,긍정,0
268,2025-12-02T17:20:00+09:00,User_A,아니면 그 직물 전체의 길이를 알아내거나,부정,0
269,2025-12-02T17:31:00+09:00,User_B,어카미,긍정,1
270,2025-12-02T17:42:00+09:00,User_A,직물은,부정,0
271,2025-12-02T17:43:00+09:00,User_A,4cm로 경사 위사 수 만큼 곱하면 구할수 있어서 그했는데,긍정,0
272,2025-12-02T17:43:00+09:00,User_A,"편물은 그 한가닥 길이에 가로 수 만큼 구해서 구해보긴 했는데,, 생각보다 값이 크게 나와서",긍정,0
273,2025-12-02T17:43:00+09:00,User_A,편물은 한 가닥의 무게를 재서 구하는게 더 나을거 같더라구,긍정,0
274,2025-12-02T17:44:00+09:00,User_A,"낼 수업 시작하기 전에 무게 재서 피피티 수정하거나 해야 할듯,,",부정,0
275,2025-12-02T19:32:00+09:00,User_C,오케이..,긍정,0
276,2025-12-02T21:22:00+09:00,User_A,그래도 계산 틀리게 하지는 않아서 그대로 해도 상관없긴 한데,긍정,0
277,2025-12-02T21:22:00+09:00,User_A,정확하게 하고 싶으면 알려줘,부정,0
278,2025-12-02T21:23:00+09:00,User_A,그럼 낼 좀 일찍가서 편물만 측정해서 수정하면 될거 같아,긍정,0
279,2025-12-03T11:37:00+09:00,User_A,최종입니다~,긍정,0
280,2025-12-03T13:51:00+09:00,User_C,최최종,긍정,0
281,2025-12-03T14:38:00+09:00,User_C,갔어야해..,부정,0
282,2025-12-03T14:38:00+09:00,User_A,"근데 2시까지 였더라고,,",부정,0
283,2025-12-03T14:38:00+09:00,User_C,ㄴㄴ..,부정,0
284,2025-12-03T14:38:00+09:00,User_A,에?,부정,0
285,2025-12-03T14:38:00+09:00,User_A,아뉘,긍정,0
286,2025-12-03T14:38:00+09:00,User_A,올라가볼걸,긍정,0
287,2025-12-03T14:39:00+09:00,User_B,아나!!,긍정,0
288,2025-12-03T14:40:00+09:00,User_C,큰일났어..,긍정,0
289,2025-12-03T14:40:00+09:00,User_C,심장이 너무 뛰어,긍정,0
290,2025-12-03T14:41:00+09:00,User_A,아냐,부정,0
291,2025-12-03T14:41:00+09:00,User_A,천천히,긍정,0
292,2025-12-03T14:41:00+09:00,User_A,언니 잘하잖아,긍정,0
293,2025-12-03T14:51:00+09:00,User_A,화이팅,긍정,0
294,2025-12-03T15:03:00+09:00,User_C,교수님이 너무 지루해보였다...ㅠㅠ,부정,0
295,2025-12-03T15:03:00+09:00,User_A,수고했다잉,긍정,0
296,2025-12-03T15:03:00+09:00,User_A,괜찮아~~~,긍정,0
297,2025-12-03T15:03:00+09:00,User_A,그래도 우리 완벽스,긍정,0
298,2025-12-03T15:03:00+09:00,User_B,완벽스,긍정,0
299,2025-12-03T15:03:00+09:00,User_C,이모티콘 다들 고생 많았어~~~,긍정,0
300,2025-12-03T15:04:00+09:00,User_B,고생많았오용,긍정,0
301,2025-12-03T15:23:00+09:00,User_C,오늘따라 다 크레이지하네,긍정,0
